year,state,hc-key,category,cpi
2022,my-jh,my-jh,transport,118.1
2022,my-kh,my-kh,transport,112.3
2022,my-kn,my-kn,transport,115.2
2022,my-me,my-me,transport,108.1
2022,my-ns,my-ns,transport,116.6
2022,my-ph,my-ph,transport,113.0
2022,my-pk,my-pk,transport,114.0
2022,my-pl,my-pl,transport,112.0
2022,my-pg,my-pg,transport,116.0
2022,my-sa,my-sa,transport,113.3
2022,my-sk,my-sk,transport,121.3
2022,my-sl,my-sl,transport,121.7
2022,my-te,my-te,transport,116.3
2022,my-kl,my-kl,transport,123.0
2022,my-la,my-la,transport,119.3
2022,my-pj,my-pj,transport,129.5
2022,my-jh,my-jh,alcohol_tobacco,173.6
2022,my-kh,my-kh,alcohol_tobacco,174.8
2022,my-kn,my-kn,alcohol_tobacco,184.1
2022,my-me,my-me,alcohol_tobacco,170.1
2022,my-ns,my-ns,alcohol_tobacco,170.9
2022,my-ph,my-ph,alcohol_tobacco,177.0
2022,my-pk,my-pk,alcohol_tobacco,168.0
2022,my-pl,my-pl,alcohol_tobacco,183.9
2022,my-pg,my-pg,alcohol_tobacco,166.6
2022,my-sa,my-sa,alcohol_tobacco,173.0
2022,my-sk,my-sk,alcohol_tobacco,147.3
2022,my-sl,my-sl,alcohol_tobacco,168.9
2022,my-te,my-te,alcohol_tobacco,183.7
2022,my-kl,my-kl,alcohol_tobacco,168.5
2022,my-la,my-la,alcohol_tobacco,132.7
2022,my-pj,my-pj,alcohol_tobacco,185.3
2022,my-jh,my-jh,clothing_footwear,95.3
2022,my-kh,my-kh,clothing_footwear,86.7
2022,my-kn,my-kn,clothing_footwear,97.4
2022,my-me,my-me,clothing_footwear,74.4
2022,my-ns,my-ns,clothing_footwear,99.9
2022,my-ph,my-ph,clothing_footwear,95.1
2022,my-pk,my-pk,clothing_footwear,91.7
2022,my-pl,my-pl,clothing_footwear,90.7
2022,my-pg,my-pg,clothing_footwear,90.7
2022,my-sa,my-sa,clothing_footwear,90.9
2022,my-sk,my-sk,clothing_footwear,89.5
2022,my-sl,my-sl,clothing_footwear,99.3
2022,my-te,my-te,clothing_footwear,93.2
2022,my-kl,my-kl,clothing_footwear,84.3
2022,my-la,my-la,clothing_footwear,89.1
2022,my-pj,my-pj,clothing_footwear,87.3
2022,my-jh,my-jh,communication,98.0
2022,my-kh,my-kh,communication,98.9
2022,my-kn,my-kn,communication,99.3
2022,my-me,my-me,communication,97.7
2022,my-ns,my-ns,communication,102.6
2022,my-ph,my-ph,communication,104.3
2022,my-pk,my-pk,communication,101.7
2022,my-pl,my-pl,communication,102.1
2022,my-pg,my-pg,communication,96.0
2022,my-sa,my-sa,communication,99.0
2022,my-sk,my-sk,communication,95.9
2022,my-sl,my-sl,communication,96.4
2022,my-te,my-te,communication,97.4
2022,my-kl,my-kl,communication,91.9
2022,my-la,my-la,communication,99.7
2022,my-pj,my-pj,communication,96.2
2022,my-jh,my-jh,education,126.7
2022,my-kh,my-kh,education,109.4
2022,my-kn,my-kn,education,131.9
2022,my-me,my-me,education,131.2
2022,my-ns,my-ns,education,115.1
2022,my-ph,my-ph,education,120.8
2022,my-pk,my-pk,education,114.8
2022,my-pl,my-pl,education,126.0
2022,my-pg,my-pg,education,122.1
2022,my-sa,my-sa,education,113.5
2022,my-sk,my-sk,education,114.7
2022,my-sl,my-sl,education,124.5
2022,my-te,my-te,education,128.9
2022,my-kl,my-kl,education,128.1
2022,my-la,my-la,education,130.2
2022,my-pj,my-pj,education,130.5
2022,my-jh,my-jh,food_beverage,151.3
2022,my-kh,my-kh,food_beverage,135.4
2022,my-kn,my-kn,food_beverage,140.0
2022,my-me,my-me,food_beverage,143.1
2022,my-ns,my-ns,food_beverage,141.3
2022,my-ph,my-ph,food_beverage,141.1
2022,my-pk,my-pk,food_beverage,136.1
2022,my-pl,my-pl,food_beverage,129.7
2022,my-pg,my-pg,food_beverage,148.4
2022,my-sa,my-sa,food_beverage,128.3
2022,my-sk,my-sk,food_beverage,134.7
2022,my-sl,my-sl,food_beverage,151.2
2022,my-te,my-te,food_beverage,135.9
2022,my-kl,my-kl,food_beverage,145.5
2022,my-la,my-la,food_beverage,128.8
2022,my-pj,my-pj,food_beverage,158.1
2022,my-jh,my-jh,furnishings,120.3
2022,my-kh,my-kh,furnishings,117.8
2022,my-kn,my-kn,furnishings,115.5
2022,my-me,my-me,furnishings,122.4
2022,my-ns,my-ns,furnishings,118.4
2022,my-ph,my-ph,furnishings,122.3
2022,my-pk,my-pk,furnishings,120.5
2022,my-pl,my-pl,furnishings,112.5
2022,my-pg,my-pg,furnishings,119.8
2022,my-sa,my-sa,furnishings,115.0
2022,my-sk,my-sk,furnishings,110.8
2022,my-sl,my-sl,furnishings,130.4
2022,my-te,my-te,furnishings,115.1
2022,my-kl,my-kl,furnishings,123.6
2022,my-la,my-la,furnishings,107.2
2022,my-pj,my-pj,furnishings,133.0
2022,my-jh,my-jh,health,129.7
2022,my-kh,my-kh,health,120.3
2022,my-kn,my-kn,health,128.4
2022,my-me,my-me,health,119.7
2022,my-ns,my-ns,health,127.4
2022,my-ph,my-ph,health,121.1
2022,my-pk,my-pk,health,122.5
2022,my-pl,my-pl,health,118.0
2022,my-pg,my-pg,health,130.7
2022,my-sa,my-sa,health,130.3
2022,my-sk,my-sk,health,128.1
2022,my-sl,my-sl,health,126.2
2022,my-te,my-te,health,125.4
2022,my-kl,my-kl,health,115.8
2022,my-la,my-la,health,131.9
2022,my-pj,my-pj,health,111.2
2022,my-jh,my-jh,hospitality,138.7
2022,my-kh,my-kh,hospitality,132.5
2022,my-kn,my-kn,hospitality,123.7
2022,my-me,my-me,hospitality,131.7
2022,my-ns,my-ns,hospitality,129.1
2022,my-ph,my-ph,hospitality,122.5
2022,my-pk,my-pk,hospitality,132.6
2022,my-pl,my-pl,hospitality,128.0
2022,my-pg,my-pg,hospitality,141.8
2022,my-sa,my-sa,hospitality,142.9
2022,my-sk,my-sk,hospitality,132.5
2022,my-sl,my-sl,hospitality,145.6
2022,my-te,my-te,hospitality,124.7
2022,my-kl,my-kl,hospitality,137.5
2022,my-la,my-la,hospitality,126.7
2022,my-pj,my-pj,hospitality,168.9
2022,my-jh,my-jh,housing_utilities,123.7
2022,my-kh,my-kh,housing_utilities,125.1
2022,my-kn,my-kn,housing_utilities,117.3
2022,my-me,my-me,housing_utilities,125.4
2022,my-ns,my-ns,housing_utilities,121.8
2022,my-ph,my-ph,housing_utilities,118.5
2022,my-pk,my-pk,housing_utilities,115.8
2022,my-pl,my-pl,housing_utilities,114.9
2022,my-pg,my-pg,housing_utilities,125.8
2022,my-sa,my-sa,housing_utilities,108.7
2022,my-sk,my-sk,housing_utilities,109.7
2022,my-sl,my-sl,housing_utilities,129.3
2022,my-te,my-te,housing_utilities,114.9
2022,my-kl,my-kl,housing_utilities,129.7
2022,my-la,my-la,housing_utilities,120.1
2022,my-pj,my-pj,housing_utilities,131.3
2022,my-jh,my-jh,misc,125.0
2022,my-kh,my-kh,misc,120.9
2022,my-kn,my-kn,misc,120.9
2022,my-me,my-me,misc,116.7
2022,my-ns,my-ns,misc,112.1
2022,my-ph,my-ph,misc,116.4
2022,my-pk,my-pk,misc,120.3
2022,my-pl,my-pl,misc,109.9
2022,my-pg,my-pg,misc,124.2
2022,my-sa,my-sa,misc,115.7
2022,my-sk,my-sk,misc,115.9
2022,my-sl,my-sl,misc,115.7
2022,my-te,my-te,misc,126.7
2022,my-kl,my-kl,misc,117.1
2022,my-la,my-la,misc,113.5
2022,my-pj,my-pj,misc,123.1
2022,my-jh,my-jh,overall,130.0
2022,my-kh,my-kh,overall,123.1
2022,my-kn,my-kn,overall,125.6
2022,my-me,my-me,overall,123.3
2022,my-ns,my-ns,overall,126.4
2022,my-ph,my-ph,overall,123.9
2022,my-pk,my-pk,overall,122.3
2022,my-pl,my-pl,overall,119.7
2022,my-pg,my-pg,overall,128.4
2022,my-sa,my-sa,overall,117.3
2022,my-sk,my-sk,overall,119.9
2022,my-sl,my-sl,overall,131.4
2022,my-te,my-te,overall,122.8
2022,my-kl,my-kl,overall,127.9
2022,my-la,my-la,overall,120.6
2022,my-pj,my-pj,overall,133.9
2022,my-jh,my-jh,recreation_culture,118.7
2022,my-kh,my-kh,recreation_culture,115.2
2022,my-kn,my-kn,recreation_culture,109.1
2022,my-me,my-me,recreation_culture,114.3
2022,my-ns,my-ns,recreation_culture,116.5
2022,my-ph,my-ph,recreation_culture,108.8
2022,my-pk,my-pk,recreation_culture,111.3
2022,my-pl,my-pl,recreation_culture,117.2
2022,my-pg,my-pg,recreation_culture,113.4
2022,my-sa,my-sa,recreation_culture,119.3
2022,my-sk,my-sk,recreation_culture,107.0
2022,my-sl,my-sl,recreation_culture,120.1
2022,my-te,my-te,recreation_culture,109.7
2022,my-kl,my-kl,recreation_culture,111.2
2022,my-la,my-la,recreation_culture,122.1
2022,my-pj,my-pj,recreation_culture,107.4
2022,my-jh,my-jh,transport,120.1
2022,my-kh,my-kh,transport,112.8
2022,my-kn,my-kn,transport,115.8
2022,my-me,my-me,transport,108.7
2022,my-ns,my-ns,transport,117.6
2022,my-ph,my-ph,transport,114.1
2022,my-pk,my-pk,transport,114.3
2022,my-pl,my-pl,transport,112.3
2022,my-pg,my-pg,transport,117.6
2022,my-sa,my-sa,transport,114.2
2022,my-sk,my-sk,transport,122.2
2022,my-sl,my-sl,transport,123.3
2022,my-te,my-te,transport,117.1
2022,my-kl,my-kl,transport,125.0
2022,my-la,my-la,transport,121.7
2022,my-pj,my-pj,transport,132.0
2022,my-jh,my-jh,alcohol_tobacco,173.8
2022,my-kh,my-kh,alcohol_tobacco,174.9
2022,my-kn,my-kn,alcohol_tobacco,184.1
2022,my-me,my-me,alcohol_tobacco,170.1
2022,my-ns,my-ns,alcohol_tobacco,170.9
2022,my-ph,my-ph,alcohol_tobacco,177.0
2022,my-pk,my-pk,alcohol_tobacco,168.1
2022,my-pl,my-pl,alcohol_tobacco,183.9
2022,my-pg,my-pg,alcohol_tobacco,166.6
2022,my-sa,my-sa,alcohol_tobacco,172.9
2022,my-sk,my-sk,alcohol_tobacco,147.2
2022,my-sl,my-sl,alcohol_tobacco,169.0
2022,my-te,my-te,alcohol_tobacco,183.7
2022,my-kl,my-kl,alcohol_tobacco,168.5
2022,my-la,my-la,alcohol_tobacco,132.7
2022,my-pj,my-pj,alcohol_tobacco,185.6
2022,my-jh,my-jh,clothing_footwear,95.6
2022,my-kh,my-kh,clothing_footwear,86.8
2022,my-kn,my-kn,clothing_footwear,97.6
2022,my-me,my-me,clothing_footwear,74.6
2022,my-ns,my-ns,clothing_footwear,99.7
2022,my-ph,my-ph,clothing_footwear,95.3
2022,my-pk,my-pk,clothing_footwear,91.8
2022,my-pl,my-pl,clothing_footwear,90.4
2022,my-pg,my-pg,clothing_footwear,90.9
2022,my-sa,my-sa,clothing_footwear,91.1
2022,my-sk,my-sk,clothing_footwear,89.8
2022,my-sl,my-sl,clothing_footwear,99.5
2022,my-te,my-te,clothing_footwear,93.5
2022,my-kl,my-kl,clothing_footwear,84.3
2022,my-la,my-la,clothing_footwear,88.6
2022,my-pj,my-pj,clothing_footwear,87.3
2022,my-jh,my-jh,communication,98.0
2022,my-kh,my-kh,communication,98.8
2022,my-kn,my-kn,communication,99.3
2022,my-me,my-me,communication,97.7
2022,my-ns,my-ns,communication,102.6
2022,my-ph,my-ph,communication,104.3
2022,my-pk,my-pk,communication,101.7
2022,my-pl,my-pl,communication,102.1
2022,my-pg,my-pg,communication,96.0
2022,my-sa,my-sa,communication,99.0
2022,my-sk,my-sk,communication,95.9
2022,my-sl,my-sl,communication,96.4
2022,my-te,my-te,communication,97.4
2022,my-kl,my-kl,communication,91.9
2022,my-la,my-la,communication,99.7
2022,my-pj,my-pj,communication,96.2
2022,my-jh,my-jh,education,127.0
2022,my-kh,my-kh,education,109.4
2022,my-kn,my-kn,education,131.9
2022,my-me,my-me,education,131.2
2022,my-ns,my-ns,education,115.1
2022,my-ph,my-ph,education,120.8
2022,my-pk,my-pk,education,115.0
2022,my-pl,my-pl,education,126.0
2022,my-pg,my-pg,education,122.3
2022,my-sa,my-sa,education,113.7
2022,my-sk,my-sk,education,114.7
2022,my-sl,my-sl,education,124.6
2022,my-te,my-te,education,128.9
2022,my-kl,my-kl,education,128.1
2022,my-la,my-la,education,130.2
2022,my-pj,my-pj,education,130.5
2022,my-jh,my-jh,food_beverage,153.7
2022,my-kh,my-kh,food_beverage,136.1
2022,my-kn,my-kn,food_beverage,141.4
2022,my-me,my-me,food_beverage,144.7
2022,my-ns,my-ns,food_beverage,142.9
2022,my-ph,my-ph,food_beverage,142.7
2022,my-pk,my-pk,food_beverage,137.6
2022,my-pl,my-pl,food_beverage,131.0
2022,my-pg,my-pg,food_beverage,150.1
2022,my-sa,my-sa,food_beverage,129.7
2022,my-sk,my-sk,food_beverage,136.7
2022,my-sl,my-sl,food_beverage,153.0
2022,my-te,my-te,food_beverage,137.6
2022,my-kl,my-kl,food_beverage,146.8
2022,my-la,my-la,food_beverage,129.3
2022,my-pj,my-pj,food_beverage,158.7
2022,my-jh,my-jh,furnishings,121.4
2022,my-kh,my-kh,furnishings,118.4
2022,my-kn,my-kn,furnishings,115.7
2022,my-me,my-me,furnishings,122.9
2022,my-ns,my-ns,furnishings,118.7
2022,my-ph,my-ph,furnishings,123.2
2022,my-pk,my-pk,furnishings,120.6
2022,my-pl,my-pl,furnishings,112.5
2022,my-pg,my-pg,furnishings,120.8
2022,my-sa,my-sa,furnishings,115.7
2022,my-sk,my-sk,furnishings,111.1
2022,my-sl,my-sl,furnishings,130.9
2022,my-te,my-te,furnishings,115.4
2022,my-kl,my-kl,furnishings,123.7
2022,my-la,my-la,furnishings,107.2
2022,my-pj,my-pj,furnishings,133.6
2022,my-jh,my-jh,health,129.9
2022,my-kh,my-kh,health,120.2
2022,my-kn,my-kn,health,128.5
2022,my-me,my-me,health,120.3
2022,my-ns,my-ns,health,127.4
2022,my-ph,my-ph,health,121.2
2022,my-pk,my-pk,health,123.0
2022,my-pl,my-pl,health,117.2
2022,my-pg,my-pg,health,130.8
2022,my-sa,my-sa,health,130.6
2022,my-sk,my-sk,health,128.3
2022,my-sl,my-sl,health,126.6
2022,my-te,my-te,health,125.5
2022,my-kl,my-kl,health,115.3
2022,my-la,my-la,health,131.9
2022,my-pj,my-pj,health,111.2
2022,my-jh,my-jh,hospitality,140.6
2022,my-kh,my-kh,hospitality,133.7
2022,my-kn,my-kn,hospitality,124.2
2022,my-me,my-me,hospitality,133.0
2022,my-ns,my-ns,hospitality,129.7
2022,my-ph,my-ph,hospitality,122.6
2022,my-pk,my-pk,hospitality,134.0
2022,my-pl,my-pl,hospitality,130.6
2022,my-pg,my-pg,hospitality,142.6
2022,my-sa,my-sa,hospitality,144.8
2022,my-sk,my-sk,hospitality,134.3
2022,my-sl,my-sl,hospitality,148.3
2022,my-te,my-te,hospitality,125.3
2022,my-kl,my-kl,hospitality,139.1
2022,my-la,my-la,hospitality,129.0
2022,my-pj,my-pj,hospitality,172.5
2022,my-jh,my-jh,housing_utilities,123.7
2022,my-kh,my-kh,housing_utilities,125.1
2022,my-kn,my-kn,housing_utilities,117.3
2022,my-me,my-me,housing_utilities,125.5
2022,my-ns,my-ns,housing_utilities,121.8
2022,my-ph,my-ph,housing_utilities,118.6
2022,my-pk,my-pk,housing_utilities,115.9
2022,my-pl,my-pl,housing_utilities,114.9
2022,my-pg,my-pg,housing_utilities,125.8
2022,my-sa,my-sa,housing_utilities,108.7
2022,my-sk,my-sk,housing_utilities,109.7
2022,my-sl,my-sl,housing_utilities,129.3
2022,my-te,my-te,housing_utilities,114.9
2022,my-kl,my-kl,housing_utilities,130.0
2022,my-la,my-la,housing_utilities,120.1
2022,my-pj,my-pj,housing_utilities,131.3
2022,my-jh,my-jh,misc,126.0
2022,my-kh,my-kh,misc,121.7
2022,my-kn,my-kn,misc,121.3
2022,my-me,my-me,misc,116.7
2022,my-ns,my-ns,misc,112.3
2022,my-ph,my-ph,misc,116.6
2022,my-pk,my-pk,misc,120.4
2022,my-pl,my-pl,misc,111.2
2022,my-pg,my-pg,misc,124.7
2022,my-sa,my-sa,misc,116.0
2022,my-sk,my-sk,misc,116.2
2022,my-sl,my-sl,misc,116.1
2022,my-te,my-te,misc,127.3
2022,my-kl,my-kl,misc,117.9
2022,my-la,my-la,misc,113.3
2022,my-pj,my-pj,misc,123.0
2022,my-jh,my-jh,overall,131.2
2022,my-kh,my-kh,overall,123.6
2022,my-kn,my-kn,overall,126.2
2022,my-me,my-me,overall,123.9
2022,my-ns,my-ns,overall,127.2
2022,my-ph,my-ph,overall,124.5
2022,my-pk,my-pk,overall,123.0
2022,my-pl,my-pl,overall,120.3
2022,my-pg,my-pg,overall,129.2
2022,my-sa,my-sa,overall,118.0
2022,my-sk,my-sk,overall,120.8
2022,my-sl,my-sl,overall,132.2
2022,my-te,my-te,overall,123.5
2022,my-kl,my-kl,overall,128.8
2022,my-la,my-la,overall,121.0
2022,my-pj,my-pj,overall,134.6
2022,my-jh,my-jh,recreation_culture,119.8
2022,my-kh,my-kh,recreation_culture,115.8
2022,my-kn,my-kn,recreation_culture,109.1
2022,my-me,my-me,recreation_culture,115.3
2022,my-ns,my-ns,recreation_culture,117.5
2022,my-ph,my-ph,recreation_culture,109.1
2022,my-pk,my-pk,recreation_culture,112.2
2022,my-pl,my-pl,recreation_culture,118.0
2022,my-pg,my-pg,recreation_culture,114.1
2022,my-sa,my-sa,recreation_culture,118.7
2022,my-sk,my-sk,recreation_culture,108.1
2022,my-sl,my-sl,recreation_culture,120.2
2022,my-te,my-te,recreation_culture,109.8
2022,my-kl,my-kl,recreation_culture,112.2
2022,my-la,my-la,recreation_culture,121.5
2022,my-pj,my-pj,recreation_culture,107.3
2022,my-jh,my-jh,transport,122.1
2022,my-kh,my-kh,transport,113.6
2022,my-kn,my-kn,transport,116.4
2022,my-me,my-me,transport,109.1
2022,my-ns,my-ns,transport,119.0
2022,my-ph,my-ph,transport,114.9
2022,my-pk,my-pk,transport,114.8
2022,my-pl,my-pl,transport,112.7
2022,my-pg,my-pg,transport,119.6
2022,my-sa,my-sa,transport,115.7
2022,my-sk,my-sk,transport,123.4
2022,my-sl,my-sl,transport,124.9
2022,my-te,my-te,transport,117.9
2022,my-kl,my-kl,transport,127.6
2022,my-la,my-la,transport,124.6
2022,my-pj,my-pj,transport,135.2
2022,my-jh,my-jh,alcohol_tobacco,173.8
2022,my-kh,my-kh,alcohol_tobacco,175.0
2022,my-kn,my-kn,alcohol_tobacco,184.2
2022,my-me,my-me,alcohol_tobacco,170.3
2022,my-ns,my-ns,alcohol_tobacco,171.0
2022,my-ph,my-ph,alcohol_tobacco,177.0
2022,my-pk,my-pk,alcohol_tobacco,168.4
2022,my-pl,my-pl,alcohol_tobacco,183.9
2022,my-pg,my-pg,alcohol_tobacco,166.9
2022,my-sa,my-sa,alcohol_tobacco,173.0
2022,my-sk,my-sk,alcohol_tobacco,147.2
2022,my-sl,my-sl,alcohol_tobacco,169.6
2022,my-te,my-te,alcohol_tobacco,183.8
2022,my-kl,my-kl,alcohol_tobacco,168.8
2022,my-la,my-la,alcohol_tobacco,132.7
2022,my-pj,my-pj,alcohol_tobacco,186.0
2022,my-jh,my-jh,clothing_footwear,96.0
2022,my-kh,my-kh,clothing_footwear,86.8
2022,my-kn,my-kn,clothing_footwear,97.7
2022,my-me,my-me,clothing_footwear,74.6
2022,my-ns,my-ns,clothing_footwear,99.8
2022,my-ph,my-ph,clothing_footwear,94.9
2022,my-pk,my-pk,clothing_footwear,91.9
2022,my-pl,my-pl,clothing_footwear,90.5
2022,my-pg,my-pg,clothing_footwear,91.0
2022,my-sa,my-sa,clothing_footwear,91.3
